Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
52,0,37,4,8766,3,2,3,0,1,65,2,1,3,2,2,65,0,0,0,2,2,1
24,0,15,4,10879,4,3,4,0,0,9,1,1,1,1,3,56,0,0,0,3,3,1
22,1,11,0,4599,3,4,4,0,0,45,3,1,3,3,2,52,0,0,0,3,1,1
58,0,34,4,6643,4,3,1,2,0,19,4,0,0,1,1,89,1,0,0,1,3,1
37,1,29,2,8520,3,3,4,0,0,52,4,1,2,1,1,42,0,0,0,3,3,1
47,0,32,2,8883,4,2,3,4,0,56,1,0,2,1,3,52,1,0,0,2,4,1
23,1,12,4,11327,3,3,4,2,0,2,3,1,0,3,2,75,0,0,0,2,4,1
36,1,22,2,6328,1,3,3,1,0,52,2,1,1,2,2,63,0,1,0,3,2,0
58,0,19,1,6792,3,2,3,2,0,6,2,0,1,1,1,56,1,0,0,3,1,1
27,1,15,2,6803,3,4,3,0,1,71,4,1,4,3,3,17,0,0,0,1,2,1
34,1,1,2,7925,3,1,4,0,1,11,3,0,3,2,3,23,0,0,1,3,2,1
50,0,12,1,9899,1,3,3,0,0,46,1,0,3,2,2,43,0,0,0,4,1,1
34,1,12,3,6690,2,3,3,0,0,31,3,1,2,3,2,47,1,0,0,1,2,1
48,0,27,0,4157,3,3,3,0,0,77,2,1,0,1,1,82,0,0,0,1,3,0
40,1,14,2,8757,1,3,4,1,0,19,5,1,3,2,2,55,0,0,0,2,2,1
22,0,4,3,5908,3,2,3,0,1,2,3,2,0,3,1,55,0,0,0,2,2,1
26,0,15,4,9417,2,2,4,1,0,73,1,1,3,2,2,22,1,0,0,1,3,0
37,0,8,4,8090,3,3,2,0,0,32,1,1,2,1,3,76,0,0,0,3,1,0
27,0,9,2,9468,2,2,3,2,0,84,1,1,1,1,3,67,0,0,0,4,1,0
24,0,8,0,4973,2,3,3,0,1,27,4,1,5,2,3,75,0,0,0,3,1,0
25,1,12,1,7132,3,4,4,4,0,36,1,1,1,2,3,65,0,0,0,3,2,1
52,1,19,2,6792,2,3,3,0,0,73,2,0,0,1,2,86,0,0,0,3,1,1
35,1,12,3,5895,3,4,3,0,0,84,3,1,5,2,3,33,1,0,0,2,1,1
30,0,11,3,5346,2,2,3,0,0,68,4,1,2,2,2,47,0,0,1,2,3,0
55,0,29,0,4051,1,3,3,1,0,35,4,0,0,1,2,78,0,0,0,1,3,0
55,0,12,4,12954,4,3,2,0,1,47,5,1,3,1,1,86,0,0,0,1,3,1
35,0,26,0,3640,4,3,3,0,1,4,1,1,0,3,2,42,0,0,1,2,1,1
38,1,17,4,7941,2,2,4,0,1,65,3,0,0,3,2,59,0,1,0,4,3,1
34,0,16,3,6481,2,3,1,0,0,51,4,1,2,3,2,66,0,0,0,3,3,0
35,1,14,1,6795,1,4,1,0,0,10,4,2,4,1,1,70,0,0,0,3,1,0
55,1,14,4,9866,3,1,4,2,0,1,4,0,0,1,2,58,0,0,0,3,2,1
41,0,19,4,6200,3,3,4,0,1,38,3,1,0,1,3,92,0,0,0,1,2,0
35,1,22,3,5794,3,3,3,2,0,4,2,2,0,3,3,71,0,0,0,3,1,1
47,0,37,2,9397,4,4,3,2,0,7,3,2,3,2,2,115,0,0,0,3,1,0
40,0,16,0,5649,4,3,1,0,0,53,4,0,0,1,1,29,0,0,0,3,2,0
42,0,34,4,9935,1,3,3,0,1,56,4,1,5,2,3,42,0,0,0,3,1,1
57,0,35,4,7283,1,3,2,0,0,38,2,1,0,2,2,47,1,0,0,1,1,1
35,1,27,2,8210,2,2,4,0,0,12,2,1,1,3,2,70,0,0,0,4,1,1
51,0,22,2,9999,3,2,3,0,0,37,5,2,0,1,2,80,0,0,0,3,1,1
48,1,14,1,9795,1,4,4,1,1,58,4,1,3,2,1,44,0,0,0,3,3,0
45,1,26,3,6296,3,3,2,0,1,74,2,1,5,1,2,52,0,0,0,4,1,1
39,1,15,4,11165,3,3,1,0,0,46,2,0,0,2,1,30,0,0,0,3,2,1
49,0,34,2,7466,4,3,3,0,0,70,3,0,0,1,1,38,0,0,0,3,1,0
54,1,39,1,9880,1,2,3,1,1,7,2,1,1,2,1,70,0,0,1,1,1,1
45,1,36,4,9897,4,1,3,2,1,23,2,1,1,1,1,93,0,0,1,1,3,0
27,0,14,3,5877,4,3,3,2,0,96,1,1,0,1,1,18,0,0,0,3,3,0
24,0,2,0,4387,3,3,3,0,1,33,4,1,0,2,2,52,0,0,0,3,2,0
38,1,11,4,8158,3,3,2,2,1,91,3,1,1,3,2,65,0,1,0,3,2,1
33,0,2,2,8166,4,3,3,2,0,38,2,1,1,3,2,32,0,0,0,3,3,1
59,1,40,3,5574,1,1,4,0,1,66,5,1,0,1,2,86,1,0,0,3,1,0
42,0,30,4,8280,2,3,3,1,0,34,4,2,2,2,1,36,1,0,0,4,2,0
56,0,32,3,6755,1,4,2,0,0,37,3,1,3,2,2,70,1,0,1,1,3,1
56,0,7,0,5089,2,3,3,3,0,80,2,2,0,1,2,21,1,0,1,3,2,1
55,1,45,2,8436,2,3,3,0,0,80,2,1,3,1,2,66,0,0,1,3,2,0
55,0,42,4,7118,3,4,3,0,1,14,4,1,2,2,2,53,0,0,0,3,1,1
38,1,29,4,11948,4,3,3,2,1,36,4,1,1,3,3,58,0,0,0,2,1,1
54,1,42,2,9595,3,2,3,0,1,71,1,1,2,1,2,65,1,0,0,3,3,1
53,1,39,0,4301,3,4,3,0,1,16,2,2,6,1,3,59,0,0,0,3,2,1
30,1,1,4,6730,2,2,3,0,0,5,5,1,2,3,2,55,0,0,0,2,1,1
44,1,5,3,4940,3,3,2,0,1,49,2,2,2,1,2,53,0,0,0,3,3,0
49,1,35,0,4771,3,3,3,2,0,57,2,1,2,1,2,92,0,0,0,1,2,0
49,0,20,2,8412,3,3,3,1,1,95,4,2,4,2,2,54,0,0,0,4,2,0
33,1,10,0,4822,2,4,3,0,1,51,5,0,2,2,2,82,0,0,0,3,1,1
22,0,6,2,7096,4,3,3,1,1,23,3,2,4,3,2,21,0,0,0,3,1,1
24,1,10,2,7252,4,2,3,1,1,98,4,1,1,2,2,32,1,0,0,3,2,1
27,1,3,4,7354,4,3,3,0,0,16,4,0,1,1,1,66,0,0,1,3,2,0
22,0,11,1,6181,3,4,3,1,0,85,3,0,1,2,1,66,0,0,1,1,3,0
33,1,19,2,7981,3,2,3,0,0,28,2,1,0,1,1,74,0,0,0,3,2,1
22,0,13,1,10270,3,3,3,1,0,83,3,1,0,2,2,79,1,0,0,2,3,1
50,0,30,0,4244,3,2,3,2,1,40,1,2,3,3,3,57,0,0,0,2,2,1
47,0,14,3,4953,1,4,4,0,0,39,2,2,4,3,2,89,0,0,1,1,1,0
41,0,3,1,7950,3,3,4,0,1,87,2,0,4,2,2,78,0,0,0,2,1,1
42,0,12,3,6220,2,3,3,0,0,52,1,2,5,2,2,76,0,0,0,1,3,0
37,1,14,4,8957,2,4,4,0,1,27,1,1,6,2,2,89,1,0,0,3,2,1
49,1,17,2,7587,3,3,3,0,0,50,4,0,1,1,2,91,0,0,0,4,3,0
53,1,1,1,12288,2,3,4,0,0,8,1,1,1,3,2,42,0,0,0,1,3,0
47,1,24,1,8598,2,3,4,0,0,50,2,1,1,1,2,46,0,0,0,2,3,1
38,0,20,1,10449,4,3,2,0,0,81,2,1,0,2,1,49,0,0,0,3,1,1
42,1,8,3,6580,2,2,3,0,1,99,1,2,1,1,2,35,0,0,0,3,3,0
44,1,21,2,6117,4,3,3,0,1,93,3,1,0,3,1,96,1,0,0,3,1,1
55,1,26,3,5811,3,4,3,3,1,59,4,1,1,1,3,89,0,0,0,3,1,1
27,0,14,0,4251,3,2,3,0,1,97,2,0,2,2,2,56,0,0,0,1,3,1
57,1,2,4,9437,3,2,3,2,0,7,5,2,1,1,2,33,0,0,0,3,2,1
55,1,9,0,5279,3,3,3,0,1,42,5,1,4,2,2,44,0,0,0,3,2,1
57,1,20,4,5455,3,3,3,3,0,69,1,1,1,2,1,70,0,0,0,2,3,1
21,1,2,4,12020,2,4,3,0,1,18,2,1,1,3,2,46,0,0,1,3,1,1
58,1,33,3,6238,2,3,4,2,0,43,3,1,3,2,1,69,0,0,0,3,2,1
32,0,8,2,8320,2,4,3,2,0,66,2,2,3,3,3,34,0,0,0,2,2,0
42,0,20,1,10080,3,3,3,1,1,43,3,2,2,1,3,85,0,0,0,4,3,0
40,0,5,0,5040,3,3,2,0,1,56,3,2,0,2,3,32,0,0,0,3,2,0
51,0,31,3,5976,4,3,4,0,1,69,2,2,2,1,2,46,0,0,0,2,2,0
25,1,4,1,11738,3,1,3,0,0,33,4,1,4,1,2,30,0,0,0,3,1,0
42,0,7,2,7790,2,1,3,0,1,75,1,2,3,2,1,77,0,0,0,2,4,0
21,1,11,1,6037,3,1,2,2,0,40,1,2,1,2,2,76,0,0,0,3,2,1
24,0,9,2,9836,3,3,1,2,0,21,4,2,0,2,2,85,0,0,0,4,1,0
49,0,38,4,8243,3,3,4,0,1,73,2,2,1,3,2,81,0,0,0,1,3,1
25,0,4,4,9063,3,1,4,2,0,65,3,2,0,2,2,36,0,0,0,3,1,0
21,1,9,1,9804,3,4,3,1,0,62,4,1,1,1,1,49,0,0,0,3,1,1
41,0,31,0,3043,2,3,3,0,0,78,3,1,2,1,2,91,0,0,0,3,1,1
53,1,43,3,6484,3,2,2,1,1,47,2,1,4,2,3,75,0,0,0,3,1,1
58,0,22,2,8639,4,3,2,0,0,84,1,2,2,1,2,80,1,0,0,1,2,0
55,0,21,1,7723,3,4,4,2,0,15,4,1,2,2,3,68,0,0,0,1,1,0
21,1,7,1,9736,1,4,3,0,0,97,3,1,1,3,3,38,0,0,0,1,1,0
49,0,8,0,5951,3,4,3,0,0,48,2,0,4,3,2,85,1,0,1,1,2,1
46,1,11,3,5801,4,4,3,2,0,97,4,2,1,2,2,15,0,0,1,2,1,0
38,1,27,3,5608,3,1,3,0,0,48,4,1,0,3,2,45,0,0,0,3,1,1
42,1,1,1,6408,4,1,4,2,0,17,2,1,1,2,2,17,0,0,0,3,3,1
39,0,14,4,9522,2,1,3,2,0,76,2,2,0,3,2,93,1,0,1,3,1,0
38,1,12,4,10873,3,3,4,0,0,79,2,1,4,3,1,22,1,0,0,3,1,1
53,1,22,0,5062,3,4,3,1,0,20,2,1,0,2,2,48,0,0,0,3,2,1
54,1,17,2,7228,3,3,3,0,0,36,3,1,3,2,2,37,0,0,0,3,2,1
38,0,22,3,6768,4,4,3,1,1,78,2,1,0,2,1,89,0,0,0,4,1,1
32,0,6,2,8217,2,4,4,0,0,11,2,2,2,3,2,40,0,0,0,3,2,1
40,1,8,4,8242,3,3,3,2,0,99,3,2,2,1,3,19,0,0,0,3,1,0
26,0,8,4,9294,2,2,4,1,0,79,2,0,2,3,2,19,0,0,0,3,2,0
35,0,23,1,3622,4,1,4,0,0,1,2,1,1,1,2,32,0,0,0,2,1,0
40,0,21,3,5991,4,3,3,1,0,11,2,2,3,2,1,100,0,0,0,3,3,0
38,0,7,2,7959,3,4,3,0,0,47,2,2,5,3,2,56,0,0,0,3,2,1
40,0,32,4,9759,2,2,3,2,0,51,3,1,3,3,1,104,0,0,0,3,1,1
21,1,9,4,7875,1,3,1,0,1,16,5,1,2,2,2,70,1,0,1,2,1,1
18,1,3,4,9018,4,4,2,0,0,29,2,1,1,2,2,27,0,0,0,3,1,1
54,0,15,2,7219,3,3,3,0,0,55,4,1,0,1,2,74,0,1,0,3,3,0
21,0,13,2,7526,2,1,2,0,0,97,2,1,2,2,1,68,0,0,0,1,2,0
45,0,3,0,4472,3,2,4,0,0,22,4,1,2,1,2,13,0,0,0,3,3,1
22,0,8,3,5993,3,3,2,2,1,86,2,1,3,2,2,62,0,0,1,4,2,1
32,0,20,4,6528,3,3,3,2,0,28,1,1,1,1,2,57,0,0,0,3,2,1
56,1,2,4,11213,2,1,3,1,0,19,2,2,0,1,1,76,0,0,0,3,3,0
19,0,1,1,9342,2,1,2,3,0,93,3,2,0,1,2,2,1,0,0,1,1,0
25,1,17,4,8548,3,4,3,3,0,56,5,1,2,3,2,24,0,0,0,3,3,1
29,0,14,4,9013,4,3,3,0,0,9,2,1,1,1,1,56,1,0,1,2,3,1
44,1,10,2,6730,4,4,4,0,0,42,1,1,1,3,3,53,0,1,0,3,3,1
39,0,27,3,5552,2,1,3,0,0,11,3,2,4,2,2,103,0,0,0,3,2,0
54,0,19,4,8043,1,4,3,0,0,23,3,2,4,2,2,54,0,0,0,3,3,0
32,0,17,0,5034,4,3,2,1,1,14,3,1,3,3,2,67,0,0,0,3,1,1
48,1,20,4,8420,3,3,3,0,1,63,4,2,0,1,2,71,0,0,1,3,2,0
59,1,45,2,8437,2,3,3,1,0,24,2,1,2,3,1,49,0,0,1,1,1,1
25,0,17,2,7187,3,3,1,1,1,47,3,2,4,2,3,87,1,0,1,2,1,0
34,1,25,4,10569,2,3,3,3,0,86,4,0,0,3,1,39,0,0,0,4,1,1
33,0,8,2,7106,1,1,4,1,0,97,5,1,1,3,1,83,1,0,0,1,2,1
24,0,6,0,3720,4,3,1,0,1,68,2,2,0,1,2,53,1,0,0,3,2,0
59,0,17,4,10380,3,3,3,3,0,92,2,1,0,1,2,47,0,0,0,1,1,1
53,0,45,0,3417,2,1,3,0,0,74,2,1,6,2,3,46,1,0,0,3,3,0
27,1,12,2,7096,2,3,4,0,0,53,2,2,0,2,2,40,0,0,1,3,2,1
32,0,11,2,6968,2,2,4,2,0,90,4,1,0,2,2,75,0,0,0,1,2,1
25,1,12,2,8467,2,1,3,0,1,9,1,1,4,1,1,56,0,0,1,3,2,0
56,0,26,2,8998,3,3,4,1,1,31,1,2,0,3,1,43,0,0,0,2,3,0
31,1,22,2,8044,4,4,3,0,0,64,4,1,0,2,1,41,0,0,1,3,3,1
34,1,18,2,7633,1,2,3,0,1,48,2,2,0,1,1,85,0,0,1,3,3,1
46,0,11,3,6138,1,3,4,0,0,43,3,0,0,1,1,87,0,0,0,2,2,0
32,1,5,4,8574,2,3,3,0,0,28,2,1,4,1,2,17,1,0,0,3,2,1
51,1,20,1,8553,2,3,3,0,0,56,4,1,1,2,1,41,1,1,1,3,4,1
45,0,16,1,8983,4,4,3,2,0,64,2,1,3,1,3,74,0,0,0,4,3,0
29,0,8,2,9790,4,4,2,2,1,87,1,1,0,1,2,47,0,1,0,3,2,1
48,1,36,4,8733,3,3,2,0,0,36,2,1,1,1,1,86,0,0,0,3,2,1
48,0,23,0,5137,2,4,4,1,0,87,1,0,2,1,1,89,0,0,0,2,3,0
55,1,8,0,4325,1,3,3,1,0,17,4,2,0,1,3,42,0,0,0,3,2,0
38,1,14,4,11339,4,4,3,1,1,65,4,1,1,1,2,85,0,1,1,3,3,1
58,1,26,2,7953,2,2,4,0,0,72,2,2,1,2,2,90,0,0,1,3,2,0
25,1,13,4,7138,3,1,3,1,0,35,4,2,0,1,3,78,0,1,0,1,2,0
33,0,17,4,9327,4,3,3,0,0,60,1,1,1,1,2,24,0,0,0,1,1,1
44,1,34,4,6466,1,3,3,0,1,67,4,2,5,1,2,87,1,0,0,1,1,0
29,0,2,1,8128,3,1,2,2,0,79,3,1,2,3,1,6,0,0,0,3,2,0
47,0,30,4,9324,3,3,3,0,0,35,1,1,0,1,3,39,0,0,0,2,1,1
22,0,3,0,5073,3,2,3,0,0,2,1,2,2,1,1,58,0,0,0,1,2,0
55,0,7,3,6141,1,1,3,0,1,33,1,2,3,3,3,57,0,0,1,3,3,1
31,0,4,2,6493,1,3,3,0,1,93,3,1,0,1,3,63,0,0,0,3,1,0
21,0,10,0,2567,2,3,3,3,1,40,2,2,4,2,2,81,0,0,0,2,1,1
24,1,1,0,5283,3,4,3,0,0,21,3,1,0,3,1,77,0,0,1,3,1,1
35,0,11,0,4922,1,1,3,0,0,85,3,2,2,1,1,47,0,0,0,1,3,0
24,1,14,4,9226,2,3,4,2,0,4,4,1,2,2,2,34,0,0,0,1,3,0
55,1,28,4,11251,3,4,2,0,0,38,2,1,0,1,2,56,0,0,0,2,3,0
45,0,9,2,8217,2,2,3,1,1,91,3,1,1,2,1,10,0,0,0,3,3,1
28,1,14,1,11436,3,2,4,0,0,78,2,2,1,2,2,54,0,0,0,3,3,0
20,1,7,3,5940,1,3,2,0,1,44,2,2,2,3,1,43,0,0,1,2,2,1
56,0,6,0,3848,3,4,3,0,0,35,1,1,3,2,1,56,0,0,0,2,3,0
37,0,23,2,7613,2,3,2,0,0,9,5,1,4,1,2,84,1,0,0,3,3,1
29,0,7,0,5729,3,3,3,0,0,16,1,1,2,2,1,29,1,0,0,4,2,1
18,0,2,1,7328,4,3,3,0,1,25,2,1,1,1,2,64,0,0,0,2,1,1
19,0,5,2,9109,2,3,1,1,1,82,1,0,0,1,2,44,0,0,0,4,2,0
27,0,8,2,9036,2,2,2,0,0,1,2,2,0,2,2,57,0,0,0,3,1,0
50,1,24,4,7028,4,2,3,2,0,41,4,1,1,3,2,63,0,0,0,3,1,1
34,0,21,4,9622,2,3,3,2,0,65,2,2,2,2,2,76,0,0,0,2,3,0
54,0,44,4,7665,1,4,3,3,0,91,3,2,3,3,1,76,0,0,0,3,3,1
42,0,25,2,7689,2,2,4,0,0,96,4,1,1,3,2,33,0,0,0,3,3,0
20,1,7,3,5675,2,2,3,0,1,85,3,1,3,3,1,29,0,0,0,3,1,0
59,1,33,4,9877,4,2,3,0,1,64,1,1,1,2,2,85,0,0,1,3,1,1
35,0,11,3,6172,3,2,4,0,0,20,3,2,1,1,2,15,1,0,0,2,1,1
41,1,28,2,8280,2,3,2,0,0,92,1,2,0,3,2,46,0,0,0,3,2,0
41,0,10,2,9486,1,3,3,0,1,49,5,2,1,2,1,59,1,0,0,3,1,1
22,0,8,4,7515,2,1,4,0,0,16,2,2,0,3,2,63,0,0,0,3,2,0
18,1,1,1,12856,4,1,3,1,0,17,3,1,4,1,1,59,0,0,0,3,3,1
38,1,6,4,8072,3,3,3,0,0,45,2,1,3,2,2,68,0,0,0,2,1,1
47,0,24,3,5861,4,1,2,0,0,39,5,2,2,2,1,41,0,0,1,3,3,0
23,0,10,2,8351,4,4,2,0,1,56,2,2,6,3,1,18,1,0,0,3,2,1
32,1,10,4,10088,1,3,3,0,1,62,2,1,3,3,2,80,1,0,0,2,2,1
18,0,7,0,6195,2,2,3,2,0,65,2,2,0,2,2,73,0,0,0,4,2,0
54,1,18,4,10779,3,3,3,2,1,24,3,1,0,2,1,97,0,0,0,2,3,1
50,1,41,1,3511,2,3,1,0,0,9,5,1,1,1,1,59,1,1,0,3,1,1
38,0,23,2,9219,3,3,3,0,1,54,1,2,4,2,3,43,0,0,0,3,1,1
32,0,1,4,8592,3,3,3,0,1,44,1,1,0,1,2,9,0,0,1,3,2,0
50,0,19,2,6662,3,1,3,0,0,81,4,1,0,1,1,40,0,0,0,3,4,0
21,1,3,1,6331,4,3,3,0,0,27,4,1,1,2,2,53,0,0,0,2,1,1
41,1,7,0,4184,2,2,4,0,0,78,4,2,3,2,1,58,0,0,0,3,2,0
24,0,14,3,6057,3,4,3,4,0,11,3,2,3,1,2,79,0,0,0,1,1,0
46,0,18,2,7714,4,4,3,0,1,77,1,2,1,2,3,92,0,1,0,3,1,0
30,0,10,1,6154,4,1,3,0,0,68,2,0,2,3,2,76,0,0,0,3,1,1
36,0,18,4,5198,4,1,3,0,0,6,4,0,5,1,2,92,0,0,0,3,1,1
25,0,16,0,3488,3,4,3,3,1,45,3,1,0,1,1,64,0,1,0,1,1,0
53,1,35,0,3471,3,2,3,0,0,54,2,1,2,3,2,82,0,0,0,3,3,1
53,1,9,3,6342,3,3,3,0,1,58,3,2,3,3,1,72,0,0,0,2,3,1
52,0,12,2,8081,1,3,3,0,1,48,1,2,0,3,1,47,0,0,0,1,3,0
50,0,42,2,7425,2,3,3,0,0,14,2,1,1,1,1,80,0,1,1,2,2,1
20,1,12,4,8657,3,3,4,0,0,57,5,1,0,1,1,79,0,0,0,2,3,0
19,0,4,2,8377,3,4,3,2,1,74,4,2,1,3,2,5,0,0,0,3,1,0
29,1,4,0,4546,3,1,1,0,0,22,2,1,0,2,3,18,0,0,0,3,2,1
22,1,4,0,3465,3,3,3,0,0,99,4,2,0,1,1,40,0,0,0,3,4,0
33,0,25,3,6404,3,1,3,2,1,56,4,2,4,2,2,70,0,0,0,3,4,1
49,1,20,1,9282,4,3,3,1,1,51,3,1,1,2,3,77,0,0,0,3,3,1
55,1,20,3,5657,1,4,3,1,0,9,1,1,3,2,1,48,0,0,0,1,1,1
38,0,13,1,8233,4,4,2,2,0,33,2,2,0,2,3,19,0,0,0,3,1,0
28,1,5,0,5131,4,2,3,2,0,70,3,1,3,2,3,43,0,0,0,1,1,0
19,0,8,2,7306,4,4,3,1,0,61,3,1,1,1,2,59,0,0,0,2,3,0
26,0,12,2,8135,3,4,3,1,0,58,1,2,0,2,2,76,0,0,0,1,4,0
54,0,20,4,7453,1,2,3,0,1,26,1,1,0,2,2,71,0,0,0,2,3,0
50,0,16,3,6801,2,3,3,0,1,67,3,2,0,1,2,21,0,0,0,3,1,0
45,1,3,0,5546,3,2,3,0,1,23,3,0,0,2,2,5,1,0,0,3,1,1
45,0,10,0,4930,3,3,3,2,0,4,2,2,0,1,3,75,0,0,0,3,4,1
42,1,27,1,13705,2,2,3,2,0,48,2,1,0,1,1,79,0,0,0,1,2,0
58,1,40,0,4718,2,1,1,0,1,83,4,1,2,2,2,105,0,0,0,1,1,0
52,0,41,2,9657,4,2,3,0,0,34,1,2,0,1,1,81,0,0,0,3,2,1
30,0,7,2,7810,2,3,3,2,0,61,4,1,2,1,2,20,0,0,0,2,1,0
57,1,5,4,8256,2,2,3,1,1,60,1,2,3,1,1,29,1,0,0,3,3,0
28,0,14,4,9826,4,3,3,1,0,63,2,2,1,1,3,92,1,0,0,3,3,0
29,0,17,1,7924,3,3,3,0,0,76,4,2,1,2,1,49,0,0,0,3,4,0
41,0,29,3,5653,2,3,3,0,1,93,2,1,1,2,3,88,0,0,0,2,2,0
51,1,14,2,7206,3,3,3,0,1,85,3,2,4,3,1,31,1,0,0,3,2,1
43,0,25,0,3451,3,2,3,1,0,93,4,2,1,3,3,97,0,0,0,1,2,0
57,0,18,2,8558,2,2,3,0,0,86,3,1,1,3,2,87,0,0,0,3,2,1
25,1,16,2,10088,4,2,3,2,0,7,2,2,2,3,1,83,0,1,0,1,2,0
22,1,4,4,9599,4,3,3,0,0,23,2,2,0,3,1,44,0,0,0,4,3,1
49,0,34,3,6084,2,4,3,2,0,16,2,2,0,1,3,40,0,0,1,1,3,0
50,1,5,1,5805,2,3,3,2,1,95,2,1,2,2,2,79,0,0,0,3,1,1
30,1,1,0,4053,2,3,3,0,0,49,2,1,1,1,1,23,1,0,0,1,2,1
40,0,1,1,7121,3,4,3,0,0,46,1,1,1,2,3,58,0,0,0,4,2,1
59,1,17,2,9497,4,2,3,2,1,14,1,1,1,1,2,82,1,0,1,3,3,1
45,0,2,0,3955,2,3,4,0,1,66,1,2,0,3,2,47,0,0,0,3,1,0
48,0,22,1,7955,3,4,3,0,0,96,1,2,0,2,2,56,0,0,0,3,3,1
29,1,18,0,6034,4,3,3,0,0,1,1,1,4,3,2,28,0,0,0,4,2,1
49,0,40,1,7609,3,4,3,0,1,63,3,1,0,2,2,41,0,0,0,3,1,0
19,0,1,4,7594,2,2,3,1,0,69,3,2,0,1,1,51,0,0,0,4,3,0
54,1,36,3,6896,4,2,3,2,0,80,3,0,5,2,1,59,0,0,1,3,2,1
52,0,37,3,5575,3,3,3,0,1,30,5,1,1,3,1,87,0,0,0,3,3,1
34,0,5,1,10063,3,4,3,2,1,99,2,2,0,2,3,82,0,0,0,1,1,0
45,1,1,0,4746,3,4,3,1,0,32,3,1,3,3,2,16,1,0,1,1,1,1
28,0,2,0,4771,3,4,3,1,1,45,2,1,1,3,1,81,0,0,0,1,1,1
18,1,5,2,7718,2,4,3,0,1,54,2,1,4,2,1,56,0,0,0,2,3,0
23,0,2,3,5527,1,3,3,1,0,82,4,2,1,2,3,11,0,0,1,3,1,0
23,1,12,0,4823,3,3,2,0,0,80,3,1,0,1,1,14,0,0,0,2,1,0
22,1,10,2,6897,2,1,1,0,1,27,2,1,2,1,2,55,1,1,0,2,3,1
54,1,29,3,6559,2,2,3,1,0,5,1,0,1,1,3,58,0,0,1,3,1,1
36,1,15,4,8953,2,3,4,2,0,17,1,1,4,1,2,76,0,0,0,3,2,0
45,0,7,1,10413,3,3,3,0,0,2,3,0,2,3,2,71,0,0,0,3,1,1
21,0,9,0,3636,3,3,3,0,0,63,4,2,0,2,3,19,0,0,0,3,1,1
39,0,29,4,9880,2,2,3,1,1,45,5,1,0,1,2,99,0,0,0,3,1,1
58,1,3,1,7189,2,4,3,0,1,32,4,1,4,2,2,12,0,0,1,1,3,1
42,0,29,0,4095,2,3,2,2,0,2,1,0,3,1,2,79,0,0,0,3,2,0
29,1,1,0,4969,4,4,3,1,0,9,1,1,4,1,3,39,1,0,0,4,2,1
24,0,1,4,8366,2,3,2,1,0,24,2,1,3,1,1,79,0,0,1,1,1,1
45,0,18,4,8834,1,2,3,0,1,2,1,1,1,2,2,31,0,0,0,1,1,0
54,0,15,3,5725,3,2,3,0,0,29,3,2,1,2,1,89,0,0,0,4,2,0
54,1,42,4,9785,2,4,1,1,0,81,2,1,0,2,3,100,0,0,0,3,1,0
22,0,1,1,5844,2,4,3,0,0,49,2,2,0,3,1,30,0,0,0,3,3,0
41,0,1,0,2759,1,3,4,0,0,32,3,0,4,1,2,37,1,0,0,1,1,0
22,1,4,1,10319,3,4,4,2,0,16,3,1,1,2,2,64,1,0,0,2,1,1
26,0,14,4,8746,1,4,4,0,0,87,3,0,3,3,2,80,0,0,0,3,1,1
49,1,14,1,6393,2,3,3,0,0,73,4,1,2,1,2,59,0,0,0,3,1,0
21,0,12,4,7835,1,4,3,3,0,86,1,2,2,2,2,18,0,0,0,4,3,1
33,0,4,0,4614,2,3,2,1,0,25,2,0,1,1,2,17,0,0,0,3,2,0
19,1,2,2,8217,2,3,2,0,1,57,2,2,1,1,2,6,0,0,0,1,2,0
28,1,17,4,9586,3,4,4,1,0,54,5,1,5,3,2,83,0,0,0,2,1,1
48,0,31,2,8215,2,3,3,0,0,69,2,2,1,3,2,77,0,0,0,4,2,0
23,0,8,3,6154,2,3,3,2,1,10,5,2,0,1,2,54,0,0,1,3,1,0
41,1,32,4,8574,3,3,3,0,0,31,3,0,3,3,2,67,0,0,0,3,3,1
21,1,10,1,7324,3,3,2,2,1,66,1,1,0,1,2,15,0,0,0,2,1,0
20,1,12,1,8009,1,4,4,0,0,32,4,2,3,2,3,13,0,1,0,2,4,0
53,0,22,0,4876,2,3,2,1,1,80,4,1,2,1,1,92,0,0,0,4,3,0
29,1,17,0,5130,2,3,2,0,0,31,4,2,0,1,2,96,0,0,0,1,1,0
52,1,43,0,4511,3,3,3,0,0,34,1,2,6,2,2,80,1,0,0,4,1,1
57,0,34,3,6109,3,3,3,0,1,76,3,1,0,3,2,47,0,0,0,3,2,1
21,1,13,2,8205,3,4,4,1,1,34,4,2,3,1,2,73,0,0,0,1,1,0
42,0,33,4,7663,1,1,3,2,0,79,4,0,2,1,1,103,0,0,0,1,1,0
48,0,36,3,6156,1,2,3,2,1,19,4,1,2,3,2,100,0,0,0,3,1,1
29,0,12,2,6868,4,4,4,0,0,86,4,2,0,1,2,13,0,0,1,3,1,0
33,1,13,2,8194,2,3,3,0,1,62,2,0,0,1,3,43,0,0,0,2,3,0
